,District,Crop,Season,Stage,Attribute,Govt_Sowing_Window,Govt_Harvest_Window,Recommended_Task_Window,Optimum_Range,Slightly_Low_Range,Slightly_Low_Risk,Slightly_Low_Action,Very_Low_Range,Very_Low_Risk,Very_Low_Action,Slightly_High_Range,Slightly_High_Risk,Slightly_High_Action,Very_High_Range,Very_High_Risk,Very_High_Action,Reference_Source,Stage_Cost_INR_per_acre,Cumulative_Cost_INR_per_acre,Min_Value,Max_Value,Unit
1522,Hasan,Sesame,Kharif,Germination & Establishment,Soil Phosphorus,25 Apr – 25 May,1 Aug – 31 Aug,25 Apr – 14 May,50-75 kg/ha,38–49 kg/ha,"Poor rooting, delayed maturity",Apply Phosphorus source,< 37 kg/ha,Purple leaves,Apply P fertilizer,76–93 kg/ha,"Nutrient antagonism, vegetative excess",Reduce fertilizer application,> 94 kg/ha,"Toxicity, lodging, pest susceptibility","Stop application, flush field",UAS Dharwad POP / ICAR,1700,309700,50,75,kg/ha
1522,Hasan,Sesame,Kharif,Germination & Establishment,Soil Potassium,25 Apr – 25 May,1 Aug – 31 Aug,25 Apr – 14 May,40-60 kg/ha,31–39 kg/ha,"Leaf scorching, pest issues",Apply Potash,< 30 kg/ha,Poor quality produce,Apply K fertilizer,61–75 kg/ha,"Nutrient antagonism, vegetative excess",Reduce fertilizer application,> 76 kg/ha,"Toxicity, lodging, pest susceptibility","Stop application, flush field",UAS Dharwad POP / ICAR,1700,309700,40,60,kg/ha
1523,Hasan,Sesame,Kharif,Germination & Establishment,Rainfall,25 Apr – 25 May,1 Aug – 31 Aug,25 Apr – 14 May,20-40 mm/week,10–20 mm,Moisture stress,Supplemental irrigation,<10 mm,Seed failure,Immediate irrigation,40–60 mm,Seed rot,Improve drainage,>60 mm,Waterlogging,Drain excess water,FAO,1700,309700,20,40,mm/week
1524,Hasan,Sesame,Kharif,Germination & Establishment,Humidity,25 Apr – 25 May,1 Aug – 31 Aug,25 Apr – 14 May,60-80 %,50–60 %,Reduced transpiration efficiency,Maintain soil moisture,<50 %,Physiological stress,Avoid moisture stress,80–90 %,Disease-favorable microclimate,Improve field aeration,>90 %,Fungal disease outbreak,"Drain excess moisture, monitor disease",ICAR / FAO,1700,309700,60,80,
1525,Hasan,Sesame,Kharif,Vegetative Growth,Temperature,25 Apr – 25 May,1 Aug – 31 Aug,15 May – 22 Jun,22-32 °C,20–22 °C,Slow vegetative growth,Maintain moisture,<20 °C,Stunted plants,Avoid stress,32–35 °C,Leaf wilting,Mulching,>35 °C,Heat stress,Light irrigation,ICAR,2400,312100,22,32,°C
1526,Hasan,Sesame,Kharif,Vegetative Growth,Rainfall,25 Apr – 25 May,1 Aug – 31 Aug,15 May – 22 Jun,30-60 mm/week,20–30 mm,Moisture stress,Irrigation,<20 mm,Growth reduction,Immediate irrigation,60–80 mm,Lodging risk,Drain excess water,>80 mm,Waterlogging,Field drainage,FAO,2400,312100,30,60,mm/week
1527,Hasan,Sesame,Kharif,Vegetative Growth,Humidity,25 Apr – 25 May,1 Aug – 31 Aug,15 May – 22 Jun,60-80 %,50–60 %,Reduced transpiration efficiency,Maintain soil moisture,<50 %,Physiological stress,Avoid moisture stress,80–90 %,Disease-favorable microclimate,Improve field aeration,>90 %,Fungal disease outbreak,"Drain excess moisture, monitor disease",ICAR / FAO,2400,312100,60,80,
1528,Hasan,Sesame,Kharif,Flowering & Capsule Formation,Temperature,25 Apr – 25 May,1 Aug – 31 Aug,23 Jun – 25 Jul,21-30 °C,18–21 °C,Flower drop,Maintain moisture,<18 °C,Poor seed set,Avoid stress,30–33 °C,Reduced pollination,Mulching,>33 °C,Sterility,Emergency irrigation,"ICAR, ICRISAT",2600,314700,21,30,°C
1529,Hasan,Sesame,Kharif,Flowering & Capsule Formation,Rainfall,25 Apr – 25 May,1 Aug – 31 Aug,23 Jun – 25 Jul,30-50 mm/week,20–30 mm,Moisture stress,Irrigation,<20 mm,Flower abortion,Immediate irrigation,50–70 mm,Lodging,Drain excess water,>70 mm,Flower damage,Emergency drainage,FAO,2600,314700,30,50,mm/week
1530,Hasan,Sesame,Kharif,Flowering & Capsule Formation,Humidity,25 Apr – 25 May,1 Aug – 31 Aug,23 Jun – 25 Jul,60-80 %,50–60 %,Reduced transpiration efficiency,Maintain soil moisture,<50 %,Physiological stress,Avoid moisture stress,80–90 %,Disease-favorable microclimate,Improve field aeration,>90 %,Fungal disease outbreak,"Drain excess moisture, monitor disease",ICAR / FAO,2600,314700,60,80,
1531,Hasan,Sesame,Kharif,Maturity & Harvesting,Temperature,25 Apr – 25 May,1 Aug – 31 Aug,26 Jul – 31 Aug,20-28 °C,28–30 °C,Reduced seed weight,Maintain moisture,<18 °C,Poor filling,Avoid stress,30–33 °C,Chalky seeds,Light irrigation,>33 °C,Yield loss,Irrigate lightly,ICAR,2100,316800,20,28,°C
1532,Hasan,Sesame,Kharif,Maturity & Harvesting,Rainfall,25 Apr – 25 May,1 Aug – 31 Aug,26 Jul – 31 Aug,20-40 mm/week,40–50 mm,Seed spoilage,Drain field,<20 mm,Moisture stress,Light irrigation,50–70 mm,Harvest delay,Drain excess water,>70 mm,Yield loss,Field drainage,FAO,2100,316800,20,40,mm/week
1533,Hasan,Sesame,Kharif,Maturity & Harvesting,Humidity,25 Apr – 25 May,1 Aug – 31 Aug,26 Jul – 31 Aug,60-80 %,50–60 %,Reduced transpiration efficiency,Maintain soil moisture,<50 %,Physiological stress,Avoid moisture stress,80–90 %,Disease-favorable microclimate,Improve field aeration,>90 %,Fungal disease outbreak,"Drain excess moisture, monitor disease",ICAR / FAO,2100,316800,60,80,
1534,Haveri,Black Gram,Kharif,Germination & Establishment,Temperature,1 Jul – 31 Jul,21 Oct – 20 Nov,1 Jul – 22 Jul,20-30 °C,18–20 °C,Delayed germination,Maintain soil moisture,<18 °C,Poor emergence,Delay sowing,30–33 °C,Uneven emergence,Light irrigation,>33 °C,Seedling mortality,Avoid sowing during heat,"ICRISAT, ICAR",1600,239400,20,30,°C
1534,Haveri,Black Gram,Kharif,Germination & Establishment,Soil Nitrogen,1 Jul – 31 Jul,21 Oct – 20 Nov,1 Jul – 22 Jul,100-150 kg/ha,76–99 kg/ha,"Reduced vigor, chlorosis",Apply Nitrogen fertilizer,< 75 kg/ha,Stunted growth,Immediate fertilization,151–187 kg/ha,"Nutrient antagonism, vegetative excess",Reduce fertilizer application,> 188 kg/ha,"Toxicity, lodging, pest susceptibility","Stop application, flush field",UAS Dharwad POP / ICAR,1600,239400,100,150,kg/ha
1534,Haveri,Black Gram,Kharif,Germination & Establishment,Soil Phosphorus,1 Jul – 31 Jul,21 Oct – 20 Nov,1 Jul – 22 Jul,50-75 kg/ha,38–49 kg/ha,"Poor rooting, delayed maturity",Apply Phosphorus source,< 37 kg/ha,Purple leaves,Apply P fertilizer,76–93 kg/ha,"Nutrient antagonism, vegetative excess",Reduce fertilizer application,> 94 kg/ha,"Toxicity, lodging, pest susceptibility","Stop application, flush field",UAS Dharwad POP / ICAR,1600,239400,50,75,kg/ha
1534,Haveri,Black Gram,Kharif,Germination & Establishment,Soil Potassium,1 Jul – 31 Jul,21 Oct – 20 Nov,1 Jul – 22 Jul,40-60 kg/ha,31–39 kg/ha,"Leaf scorching, pest issues",Apply Potash,< 30 kg/ha,Poor quality produce,Apply K fertilizer,61–75 kg/ha,"Nutrient antagonism, vegetative excess",Reduce fertilizer application,> 76 kg/ha,"Toxicity, lodging, pest susceptibility","Stop application, flush field",UAS Dharwad POP / ICAR,1600,239400,40,60,kg/ha
1535,Haveri,Black Gram,Kharif,Germination & Establishment,Rainfall,1 Jul – 31 Jul,21 Oct – 20 Nov,1 Jul – 22 Jul,20-40 mm/week,10–20 mm,Moisture stress,Supplemental irrigation,<10 mm,Seed failure,Immediate irrigation,40–60 mm,Seed rot,Improve drainage,>60 mm,Waterlogging,Drain excess water,FAO,1600,239400,20,40,mm/week
1536,Haveri,Black Gram,Kharif,Germination & Establishment,Humidity,1 Jul – 31 Jul,21 Oct – 20 Nov,1 Jul – 22 Jul,60-80 %,50–60 %,Reduced transpiration efficiency,Maintain soil moisture,<50 %,Physiological stress,Avoid moisture stress,80–90 %,Disease-favorable microclimate,Improve field aeration,>90 %,Fungal disease outbreak,"Drain excess moisture, monitor disease",ICAR / FAO,1600,239400,60,80,
1537,Haveri,Black Gram,Kharif,Vegetative Growth,Temperature,1 Jul – 31 Jul,21 Oct – 20 Nov,23 Jul – 3 Sep,22-32 °C,20–22 °C,Slow growth,Maintain moisture,<20 °C,Stunted plants,Avoid stress,32–35 °C,Leaf wilting,Mulching,>35 °C,Heat stress,Light irrigation,ICRISAT,2200,241600,22,32,°C
1538,Haveri,Black Gram,Kharif,Vegetative Growth,Rainfall,1 Jul – 31 Jul,21 Oct – 20 Nov,23 Jul – 3 Sep,30-60 mm/week,20–30 mm,Moisture stress,Irrigation,<20 mm,Growth reduction,Immediate irrigation,60–80 mm,Lodging risk,Drain excess water,>80 mm,Waterlogging,Field drainage,FAO,2200,241600,30,60,mm/week
1539,Haveri,Black Gram,Kharif,Vegetative Growth,Humidity,1 Jul – 31 Jul,21 Oct – 20 Nov,23 Jul – 3 Sep,60-80 %,50–60 %,Reduced transpiration efficiency,Maintain soil moisture,<50 %,Physiological stress,Avoid moisture stress,80–90 %,Disease-favorable microclimate,Improve field aeration,>90 %,Fungal disease outbreak,"Drain excess moisture, monitor disease",ICAR / FAO,2200,241600,60,80,
1540,Haveri,Black Gram,Kharif,Flowering & Pod Formation,Temperature,1 Jul – 31 Jul,21 Oct – 20 Nov,4 Sep – 9 Oct,21-30 °C,18–21 °C,Flower drop,Maintain moisture,<18 °C,Poor pod set,Avoid stress,30–33 °C,Reduced pollination,Mulching,>33 °C,Sterility,Emergency irrigation,ICRISAT,2400,244000,21,30,°C
1541,Haveri,Black Gram,Kharif,Flowering & Pod Formation,Rainfall,1 Jul – 31 Jul,21 Oct – 20 Nov,4 Sep – 9 Oct,30-50 mm/week,20–30 mm,Moisture stress,Irrigation,<20 mm,Flower abortion,Immediate irrigation,50–70 mm,Lodging,Drain excess water,>70 mm,Flower damage,Emergency drainage,FAO,2400,244000,30,50,mm/week
1542,Haveri,Black Gram,Kharif,Flowering & Pod Formation,Humidity,1 Jul – 31 Jul,21 Oct – 20 Nov,4 Sep – 9 Oct,60-80 %,50–60 %,Reduced transpiration efficiency,Maintain soil moisture,<50 %,Physiological stress,Avoid moisture stress,80–90 %,Disease-favorable microclimate,Improve field aeration,>90 %,Fungal disease outbreak,"Drain excess moisture, monitor disease",ICAR / FAO,2400,244000,60,80,
1543,Haveri,Black Gram,Kharif,Pod Development & Maturity,Temperature,1 Jul – 31 Jul,21 Oct – 20 Nov,10 Oct – 20 Nov,20-28 °C,28–30 °C,Reduced seed filling,Maintain moisture,<18 °C,Poor seed development,Avoid stress,30–33 °C,Shriveled seeds,Light irrigation,>33 °C,Yield loss,Irrigate lightly,ICAR,2000,246000,20,28,°C
1544,Haveri,Black Gram,Kharif,Pod Development & Maturity,Rainfall,1 Jul – 31 Jul,21 Oct – 20 Nov,10 Oct – 20 Nov,20-40 mm/week,40–50 mm,Pod rot risk,Drain field,<20 mm,Moisture stress,Light irrigation,50–70 mm,Harvest delay,Drain excess water,>70 mm,Pod rot,Field drainage,FAO,2000,246000,20,40,mm/week
1545,Haveri,Black Gram,Kharif,Pod Development & Maturity,Humidity,1 Jul – 31 Jul,21 Oct – 20 Nov,10 Oct – 20 Nov,60-80 %,50–60 %,Reduced transpiration efficiency,Maintain soil moisture,<50 %,Physiological stress,Avoid moisture stress,80–90 %,Disease-favorable microclimate,Improve field aeration,>90 %,Fungal disease outbreak,"Drain excess moisture, monitor disease",ICAR / FAO,2000,246000,60,80,
1546,Haveri,Green Gram,Kharif,Germination & Establishment,Temperature,1 Jun – 1 Jul,23 Sep – 23 Oct,1 Jun – 22 Jun,20-30 °C,18–20 °C,Delayed germination,Maintain soil moisture,<18 °C,Poor emergence,Delay sowing,30–33 °C,Uneven emergence,Light irrigation,>33 °C,Seedling mortality,Avoid sowing during heat,"ICRISAT, ICAR",1600,247600,20,30,°C
1546,Haveri,Green Gram,Kharif,Germination & Establishment,Soil Nitrogen,1 Jun – 1 Jul,23 Sep – 23 Oct,1 Jun – 22 Jun,100-150 kg/ha,76–99 kg/ha,"Reduced vigor, chlorosis",Apply Nitrogen fertilizer,< 75 kg/ha,Stunted growth,Immediate fertilization,151–187 kg/ha,"Nutrient antagonism, vegetative excess",Reduce fertilizer application,> 188 kg/ha,"Toxicity, lodging, pest susceptibility","Stop application, flush field",UAS Dharwad POP / ICAR,1600,247600,100,150,kg/ha
1546,Haveri,Green Gram,Kharif,Germination & Establishment,Soil Phosphorus,1 Jun – 1 Jul,23 Sep – 23 Oct,1 Jun – 22 Jun,50-75 kg/ha,38–49 kg/ha,"Poor rooting, delayed maturity",Apply Phosphorus source,< 37 kg/ha,Purple leaves,Apply P fertilizer,76–93 kg/ha,"Nutrient antagonism, vegetative excess",Reduce fertilizer application,> 94 kg/ha,"Toxicity, lodging, pest susceptibility","Stop application, flush field",UAS Dharwad POP / ICAR,1600,247600,50,75,kg/ha
1546,Haveri,Green Gram,Kharif,Germination & Establishment,Soil Potassium,1 Jun – 1 Jul,23 Sep – 23 Oct,1 Jun – 22 Jun,40-60 kg/ha,31–39 kg/ha,"Leaf scorching, pest issues",Apply Potash,< 30 kg/ha,Poor quality produce,Apply K fertilizer,61–75 kg/ha,"Nutrient antagonism, vegetative excess",Reduce fertilizer application,> 76 kg/ha,"Toxicity, lodging, pest susceptibility","Stop application, flush field",UAS Dharwad POP / ICAR,1600,247600,40,60,kg/ha
1547,Haveri,Green Gram,Kharif,Germination & Establishment,Rainfall,1 Jun – 1 Jul,23 Sep – 23 Oct,1 Jun – 22 Jun,20-40 mm/week,10–20 mm,Moisture stress,Supplemental irrigation,<10 mm,Seed failure,Immediate irrigation,40–60 mm,Seed rot,Improve drainage,>60 mm,Waterlogging,Drain excess water,FAO,1600,247600,20,40,mm/week
1548,Haveri,Green Gram,Kharif,Germination & Establishment,Humidity,1 Jun – 1 Jul,23 Sep – 23 Oct,1 Jun – 22 Jun,60-80 %,50–60 %,Reduced transpiration efficiency,Maintain soil moisture,<50 %,Physiological stress,Avoid moisture stress,80–90 %,Disease-favorable microclimate,Improve field aeration,>90 %,Fungal disease outbreak,"Drain excess moisture, monitor disease",ICAR / FAO,1600,247600,60,80,
1549,Haveri,Green Gram,Kharif,Vegetative Growth,Temperature,1 Jun – 1 Jul,23 Sep – 23 Oct,23 Jun – 5 Aug,22-32 °C,20–22 °C,Slow growth,Maintain moisture,<20 °C,Stunted plants,Avoid stress,32–35 °C,Leaf wilting,Mulching,>35 °C,Heat stress,Light irrigation,ICRISAT,2200,249800,22,32,°C
1550,Haveri,Green Gram,Kharif,Vegetative Growth,Rainfall,1 Jun – 1 Jul,23 Sep – 23 Oct,23 Jun – 5 Aug,30-60 mm/week,20–30 mm,Moisture stress,Irrigation,<20 mm,Growth reduction,Immediate irrigation,60–80 mm,Lodging risk,Drain excess water,>80 mm,Waterlogging,Field drainage,FAO,2200,249800,30,60,mm/week
1551,Haveri,Green Gram,Kharif,Vegetative Growth,Humidity,1 Jun – 1 Jul,23 Sep – 23 Oct,23 Jun – 5 Aug,60-80 %,50–60 %,Reduced transpiration efficiency,Maintain soil moisture,<50 %,Physiological stress,Avoid moisture stress,80–90 %,Disease-favorable microclimate,Improve field aeration,>90 %,Fungal disease outbreak,"Drain excess moisture, monitor disease",ICAR / FAO,2200,249800,60,80,
1552,Haveri,Green Gram,Kharif,Flowering & Pod Formation,Temperature,1 Jun – 1 Jul,23 Sep – 23 Oct,6 Aug – 11 Sep,21-30 °C,18–21 °C,Flower drop,Maintain moisture,<18 °C,Poor pod set,Avoid stress,30–33 °C,Reduced pollination,Mulching,>33 °C,Sterility,Emergency irrigation,ICRISAT,2400,252200,21,30,°C
1553,Haveri,Green Gram,Kharif,Flowering & Pod Formation,Rainfall,1 Jun – 1 Jul,23 Sep – 23 Oct,6 Aug – 11 Sep,30-50 mm/week,20–30 mm,Moisture stress,Irrigation,<20 mm,Flower abortion,Immediate irrigation,50–70 mm,Lodging,Drain excess water,>70 mm,Flower damage,Emergency drainage,FAO,2400,252200,30,50,mm/week
1554,Haveri,Green Gram,Kharif,Flowering & Pod Formation,Humidity,1 Jun – 1 Jul,23 Sep – 23 Oct,6 Aug – 11 Sep,60-80 %,50–60 %,Reduced transpiration efficiency,Maintain soil moisture,<50 %,Physiological stress,Avoid moisture stress,80–90 %,Disease-favorable microclimate,Improve field aeration,>90 %,Fungal disease outbreak,"Drain excess moisture, monitor disease",ICAR / FAO,2400,252200,60,80,
1555,Haveri,Green Gram,Kharif,Pod Development & Maturity,Temperature,1 Jun – 1 Jul,23 Sep – 23 Oct,12 Sep – 23 Oct,20-28 °C,28–30 °C,Reduced seed filling,Maintain moisture,<18 °C,Poor seed development,Avoid stress,30–33 °C,Shriveled seeds,Light irrigation,>33 °C,Yield loss,Irrigate lightly,ICAR,2000,254200,20,28,°C
1556,Haveri,Green Gram,Kharif,Pod Development & Maturity,Rainfall,1 Jun – 1 Jul,23 Sep – 23 Oct,12 Sep – 23 Oct,20-40 mm/week,40–50 mm,Pod rot risk,Drain field,<20 mm,Moisture stress,Light irrigation,50–70 mm,Harvest delay,Drain excess water,>70 mm,Pod rot,Field drainage,FAO,2000,254200,20,40,mm/week
1557,Haveri,Green Gram,Kharif,Pod Development & Maturity,Humidity,1 Jun – 1 Jul,23 Sep – 23 Oct,12 Sep – 23 Oct,60-80 %,50–60 %,Reduced transpiration efficiency,Maintain soil moisture,<50 %,Physiological stress,Avoid moisture stress,80–90 %,Disease-favorable microclimate,Improve field aeration,>90 %,Fungal disease outbreak,"Drain excess moisture, monitor disease",ICAR / FAO,2000,254200,60,80,
1558,Haveri,Groundnut,Kharif,Germination & Establishment,Temperature,1 Jun – 1 Jul,31 Oct – 30 Nov,1 Jun – 28 Jun,20-30 °C,18–20 °C,Delayed germination,Maintain soil moisture,<18 °C,Poor emergence,Delay sowing,30–33 °C,Uneven emergence,Light irrigation,>33 °C,Seedling mortality,Avoid sowing during heat,"ICRISAT, ICAR",1800,125300,20,30,°C
1558,Haveri,Groundnut,Kharif,Germination & Establishment,Soil Nitrogen,1 Jun – 1 Jul,31 Oct – 30 Nov,1 Jun – 28 Jun,25-30 kg/ha,19–24 kg/ha,"Pale green leaves, poor nodulation",Check Rhizobium inoculation,< 18 kg/ha,"Severe chlorosis, stunted growth",Small starter dose of N,31–37 kg/ha,"Nutrient antagonism, vegetative excess",Reduce fertilizer application,> 38 kg/ha,"Toxicity, lodging, pest susceptibility","Stop application, flush field",UAS Dharwad POP / ICAR,1800,125300,25,30,kg/ha
1558,Haveri,Groundnut,Kharif,Germination & Establishment,Soil Phosphorus,1 Jun – 1 Jul,31 Oct – 30 Nov,1 Jun – 28 Jun,50-75 kg/ha,38–49 kg/ha,"Dark green dull leaves, poor pod filling",Apply SSP (Single Super Phosphate),< 37 kg/ha,"Restricted root growth, empty pods (pops)",Foliar spray of DAP,76–93 kg/ha,"Nutrient antagonism, vegetative excess",Reduce fertilizer application,> 94 kg/ha,"Toxicity, lodging, pest susceptibility","Stop application, flush field",UAS Dharwad POP / ICAR,1800,125300,50,75,kg/ha
1558,Haveri,Groundnut,Kharif,Germination & Establishment,Soil Potassium,1 Jun – 1 Jul,31 Oct – 30 Nov,1 Jun – 28 Jun,25-30 kg/ha,19–24 kg/ha,Leaf margin scorching,Apply Gypsum (for Ca/S) and K,< 18 kg/ha,Poor kernel development,Potash application,31–37 kg/ha,"Nutrient antagonism, vegetative excess",Reduce fertilizer application,> 38 kg/ha,"Toxicity, lodging, pest susceptibility","Stop application, flush field",UAS Dharwad POP / ICAR,1800,125300,25,30,kg/ha
1559,Haveri,Groundnut,Kharif,Germination & Establishment,Rainfall,1 Jun – 1 Jul,31 Oct – 30 Nov,1 Jun – 28 Jun,25-50 mm/week,15–25 mm,Moisture stress,Supplemental irrigation,<15 mm,Seed failure,Immediate irrigation,50–70 mm,Seed rot,Improve drainage,>70 mm,Waterlogging,Ensure drainage,"FAO, ICRISAT",1800,125300,25,50,mm/week
1560,Haveri,Groundnut,Kharif,Germination & Establishment,Humidity,1 Jun – 1 Jul,31 Oct – 30 Nov,1 Jun – 28 Jun,60-75 %,75–80 %,Fungal disease risk,Improve aeration,>80 %,Severe seedling disease,Reduce moisture,80–85 %,Seed rot / Damping off,Ensure drainage,>85 %,Seedling mortality,Improve drainage,ICRISAT,1800,125300,60,75,
1561,Haveri,Groundnut,Kharif,Vegetative Growth,Temperature,1 Jun – 1 Jul,31 Oct – 30 Nov,29 Jun – 22 Aug,22-32 °C,20–22 °C,Slow vegetative growth,Maintain moisture,<20 °C,Stunted growth,Avoid stress,32–35 °C,Leaf wilting,Mulching,>35 °C,Heat stress,Light irrigation,ICRISAT,2500,127800,22,32,°C
1562,Haveri,Groundnut,Kharif,Vegetative Growth,Rainfall,1 Jun – 1 Jul,31 Oct – 30 Nov,29 Jun – 22 Aug,30-60 mm/week,20–30 mm,Moisture stress,Irrigation,<20 mm,Growth reduction,Immediate irrigation,60–80 mm,Lodging risk,Drain excess water,>80 mm,Waterlogging,Field drainage,FAO,2500,127800,30,60,mm/week
1563,Haveri,Groundnut,Kharif,Vegetative Growth,Humidity,1 Jun – 1 Jul,31 Oct – 30 Nov,29 Jun – 22 Aug,60-70 %,70–75 %,Leaf disease risk,Improve airflow,>75 %,Disease outbreak,Monitor crop,80–85 %,Leaf spot (Tikka) risk,Monitor for leaf spots,>85 %,Rust / Stem rot outbreak,Apply fungicide,ICAR,2500,127800,60,70,
1564,Haveri,Groundnut,Kharif,Flowering & Pegging,Temperature,1 Jun – 1 Jul,31 Oct – 30 Nov,23 Aug – 7 Oct,22-30 °C,20–22 °C,Flower drop,Maintain moisture,<20 °C,Poor peg formation,Avoid stress,30–33 °C,Reduced pegging,Mulching,>33 °C,Peg abortion,Irrigate immediately,ICRISAT,3000,130800,22,30,°C
1565,Haveri,Groundnut,Kharif,Flowering & Pegging,Rainfall,1 Jun – 1 Jul,31 Oct – 30 Nov,23 Aug – 7 Oct,30-50 mm/week,20–30 mm,Moisture stress,Irrigation,<20 mm,Poor peg penetration,Immediate irrigation,50–70 mm,Peg damage,Drain excess water,>70 mm,Waterlogging,Emergency drainage,FAO,3000,130800,30,50,mm/week
1566,Haveri,Groundnut,Kharif,Flowering & Pegging,Humidity,1 Jun – 1 Jul,31 Oct – 30 Nov,23 Aug – 7 Oct,60-70 %,70–75 %,Disease risk,Improve aeration,>75 %,Fungal infection,Monitor crop,80–85 %,Leaf spot (Tikka) risk,Monitor for leaf spots,>85 %,Rust / Stem rot outbreak,Apply fungicide,ICRISAT,3000,130800,60,70,
